,race_id,venue,race_no,config,surface,distance,going,horse_ratings,prize,race_class,sec_time1,sec_time2,sec_time3,sec_time4,time1,time2,time3,time4,place_combination1,place_combination2,place_combination3,place_dividend1,place_dividend2,place_dividend3
5766,5766,0,1,0,1,1650,1,40-0,600000.0,5,28.31,22.76,23.95,24.74,28.31,51.07,75.02,99.76,2,6,14.0,20.5,23.5,53.0
5767,5767,0,2,4,0,1200,1,60-40,800000.0,4,24.21,22.25,23.01,,24.21,46.46,69.47,,1,5,3.0,10.5,47.5,13.0
5768,5768,0,3,4,0,1000,1,90+,2400000.0,1,12.98,20.36,21.82,,12.98,33.34,55.16,,1,2,3.0,14.0,20.5,42.5
5769,5769,0,4,4,0,1200,1,60-40,800000.0,4,23.59,22.87,23.55,,23.59,46.46,70.01,,10,1,12.0,15.0,25.0,84.5
5770,5770,0,5,4,0,1200,1,80-60,1165000.0,3,24.48,22.68,22.17,,24.48,47.16,69.33,,5,7,6.0,21.5,35.0,17.0
5771,5771,0,6,4,0,1200,1,80-60,1165000.0,3,24.27,22.98,22.24,,24.27,47.25,69.49,,4,2,1.0,14.5,348.5,14.0
5772,5772,0,7,4,0,1400,1,60-40,800000.0,4,13.7,22.39,23.24,22.93,13.7,36.09,59.33,82.26,11,8,9.0,62.5,14.5,17.5
5773,5773,0,8,4,0,1800,1,105-80,1650000.0,2,14.07,22.22,24.41,24.2,14.07,36.29,60.7,84.9,7,10,6.0,15.0,18.5,30.0
5774,5774,0,9,4,0,1400,1,G,3000000.0,13,13.54,22.03,23.21,22.87,13.54,35.57,58.78,81.65,6,9,7.0,16.0,78.5,42.0
5775,5775,0,10,0,1,1800,1,80-60,1165000.0,3,13.59,23.4,25.65,23.62,13.59,36.99,62.64,86.26,8,3,4.0,25.0,17.0,193.5
5776,5776,0,11,4,0,1400,1,80-60,1165000.0,3,13.68,21.97,23.82,23.06,13.68,35.65,59.47,82.53,5,14,3.0,14.5,218.0,52.5
5777,5777,1,1,0,0,1200,2,40-15,600000.0,5,24.07,22.95,23.7,,24.07,47.02,70.72,,12,5,1.0,16.0,22.5,12.0
5778,5778,1,2,0,0,1200,2,60-40,800000.0,4,23.82,22.93,23.54,,23.82,46.75,70.29,,11,9,6.0,34.5,14.0,29.0
5779,5779,1,3,0,0,1200,2,60-40,800000.0,4,23.93,22.93,24.25,,23.93,46.86,71.11,,11,1,7.0,134.5,12.0,55.5
5780,5780,1,4,0,0,1650,2,60-40,800000.0,4,27.46,24.27,25.97,24.33,27.46,51.73,77.7,102.03,1,12,6.0,58.5,29.0,16.5
5781,5781,1,5,0,0,1800,2,60-40,800000.0,4,13.71,23.06,25.1,24.91,13.71,36.77,61.87,86.78,11,1,9.0,43.5,13.0,58.0
5782,5782,1,6,0,0,1000,2,80-60,1165000.0,3,12.65,21.51,23.21,,12.65,34.16,57.37,,3,9,12.0,28.0,18.0,68.0
5783,5783,1,7,0,0,1200,2,100-80,1650000.0,2,23.38,22.39,24.18,,23.38,45.77,69.95,,2,4,3.0,38.0,14.5,14.0
5784,5784,1,8,0,0,1650,2,80-60,1165000.0,3,27.49,23.53,25.3,24.7,27.49,51.02,76.32,101.02,6,9,11.0,22.5,40.5,20.0
5785,5785,0,1,5,0,1800,1,40-15,600000.0,5,13.96,22.17,23.82,25.09,13.96,36.13,59.95,85.04,1,4,13.0,13.5,32.5,88.0
5786,5786,0,2,5,0,1600,1,120-100,2400000.0,1,24.7,24.1,23.7,22.02,24.7,48.8,72.5,94.52,3,2,,38.0,12.5,
5787,5787,0,3,5,0,1000,1,60-40,800000.0,4,13.2,20.73,22.84,,13.2,33.93,56.77,,8,11,3.0,24.0,35.0,20.5
5788,5788,0,4,0,1,1650,1,60-40,800000.0,4,29.11,23.56,23.73,23.2,29.11,52.67,76.4,99.6,10,4,1.0,36.0,130.5,27.5
5789,5789,0,5,5,0,1600,1,60-40,800000.0,4,24.21,22.53,24.49,23.83,24.21,46.74,71.23,95.06,13,11,7.0,27.5,55.5,18.5
5790,5790,0,6,5,0,1200,1,60-40,800000.0,4,24.04,23.18,23.27,,24.04,47.22,70.49,,1,3,8.0,13.0,15.0,30.5
5791,5791,0,7,5,0,1000,1,80-60,1165000.0,3,13.21,20.61,23.03,,13.21,33.82,56.85,,5,13,2.0,20.0,32.0,18.0
5792,5792,0,8,0,1,1650,3,105-80,1650000.0,2,27.78,22.93,22.93,23.57,27.78,50.71,73.64,97.21,5,11,10.0,17.5,14.0,64.5
5793,5793,0,9,5,0,1400,1,80-60,1165000.0,3,13.28,21.33,23.28,24.72,13.28,34.61,57.89,82.61,6,1,12.0,17.0,39.0,17.0
5794,5794,0,10,5,0,1400,1,80-60,1165000.0,3,13.17,22.04,23.32,23.88,13.17,35.21,58.53,82.41,11,3,4.0,17.0,20.0,64.0
5795,5795,1,1,2,0,1000,1,40-0,600000.0,5,12.65,21.48,23.71,,12.65,34.13,57.84,,2,3,5.0,100.0,36.5,13.5
5796,5796,1,2,2,0,1000,1,60-40,800000.0,4,12.84,21.51,23.07,,12.84,34.35,57.42,,2,9,7.0,16.0,34.5,32.5
5797,5797,1,3,2,0,1200,1,60-40,800000.0,4,23.62,22.59,24.18,,23.62,46.21,70.39,,10,8,7.0,70.5,124.0,69.0
5798,5798,1,4,2,0,1650,1,40-15,600000.0,5,28.67,24.9,24.91,24.05,28.67,53.57,78.48,102.53,3,5,8.0,20.0,19.0,44.5
5799,5799,1,5,2,0,1200,1,80-60,1165000.0,3,23.4,22.18,24.16,,23.4,45.58,69.74,,10,4,2.0,27.5,18.0,23.5
5800,5800,1,6,2,0,1650,1,60-40,800000.0,4,28.0,23.68,24.82,24.27,28.0,51.68,76.5,100.77,1,4,5.0,16.0,37.0,40.5
5801,5801,1,7,2,0,1200,1,80-60,1165000.0,3,23.63,22.48,24.03,,23.63,46.11,70.14,,7,6,11.0,13.0,25.0,16.5
5802,5802,1,8,2,0,1800,1,85-60,1165000.0,3,13.59,23.29,25.21,25.73,13.59,36.88,62.09,87.82,7,1,4.0,26.5,63.5,19.0
5803,5803,0,1,0,0,1400,1,40-15,600000.0,5,13.34,21.95,23.6,24.25,13.34,35.29,58.89,83.14,8,2,13.0,28.0,16.5,77.0
5804,5804,0,2,0,0,1200,1,60-40,800000.0,4,24.26,23.17,22.69,,24.26,47.43,70.12,,5,9,6.0,14.5,28.5,19.5
5805,5805,0,3,0,0,1200,1,60-40,800000.0,4,24.13,23.35,23.04,,24.13,47.48,70.52,,3,5,1.0,19.5,20.0,40.5
5806,5806,0,4,0,0,1600,1,60-40,800000.0,4,24.34,22.46,23.85,24.3,24.34,46.8,70.65,94.95,11,13,10.0,28.5,55.0,13.5
5807,5807,0,5,0,0,2000,1,60-40,800000.0,4,25.77,25.01,26.15,25.29,25.77,50.78,76.93,102.22,9,4,8.0,19.5,21.0,47.0
5808,5808,0,6,0,0,1400,1,100-80,1650000.0,2,13.6,22.11,24.21,22.73,13.6,35.71,59.92,82.65,12,4,1.0,48.0,11.5,52.0
5809,5809,0,7,0,0,1200,1,110-90,2400000.0,1,23.67,22.21,23.01,,23.67,45.88,68.89,,6,11,7.0,10.1,35.5,14.0
5810,5810,0,8,0,0,1200,1,90-70,1650000.0,2,23.59,22.93,23.2,,23.59,46.52,69.72,,11,2,3.0,16.5,22.5,26.5
5811,5811,0,9,0,0,2000,1,G,18000000.0,11,25.79,23.63,25.24,24.21,25.79,49.42,74.66,98.87,2,9,4.0,13.5,34.0,17.0
5812,5812,0,10,0,0,1600,1,80-60,1165000.0,3,25.1,23.09,24.18,23.09,25.1,48.19,72.37,95.46,4,13,9.0,18.0,65.0,16.5
5813,5813,1,1,4,0,1650,2,60-40,800000.0,4,27.33,23.65,25.12,24.62,27.33,50.98,76.1,100.72,5,1,2.0,17.5,19.5,43.0
5814,5814,1,2,4,0,2200,2,40-0,600000.0,5,14.13,22.6,25.09,25.77,14.13,36.73,61.82,87.59,4,7,8.0,41.0,40.0,24.0
5815,5815,1,3,4,0,1650,2,60-40,800000.0,4,28.31,24.63,25.01,24.13,28.31,52.94,77.95,102.08,2,7,12.0,31.0,26.5,51.5
5816,5816,1,4,4,0,1000,2,80-60,1165000.0,3,12.75,21.58,23.38,,12.75,34.33,57.71,,2,11,1.0,42.0,19.0,14.5
5817,5817,1,5,4,0,1200,2,60-40,800000.0,4,23.84,22.85,23.8,,23.84,46.69,70.49,,10,2,7.0,16.0,20.5,21.5
5818,5818,1,6,4,0,1650,2,80-60,1165000.0,3,28.27,25.29,24.46,24.21,28.27,53.56,78.02,102.23,6,9,3.0,15.5,27.5,33.5
5819,5819,1,7,4,0,1800,2,90+,2400000.0,1,13.65,23.63,24.07,24.16,13.65,37.28,61.35,85.51,9,6,11.0,16.0,28.5,67.5
5820,5820,1,8,4,0,1200,2,80-60,1165000.0,3,23.65,23.12,23.9,,23.65,46.77,70.67,,8,4,10.0,25.0,14.5,27.5
5821,5821,0,1,0,1,1200,1,40-15,600000.0,5,23.62,22.54,23.43,,23.62,46.16,69.59,,8,9,1.0,53.0,29.0,35.0
5822,5822,0,2,1,0,1400,1,60-40,800000.0,4,13.46,21.15,23.4,24.43,13.46,34.61,58.01,82.44,8,4,9.0,17.5,31.0,27.5
5823,5823,0,3,1,0,1400,1,60-40,800000.0,4,13.42,21.31,23.12,24.1,13.42,34.73,57.85,81.95,1,9,6.0,16.5,57.0,22.5
5824,5824,0,4,1,0,1000,1,60-40,800000.0,4,13.06,20.9,22.78,,13.06,33.96,56.74,,1,11,2.0,15.5,300.0,18.0
5825,5825,0,5,1,0,1400,1,60-40,800000.0,4,13.64,21.58,23.82,23.41,13.64,35.22,59.04,82.45,5,9,8.0,26.0,50.5,26.0
5826,5826,0,6,1,0,2000,1,80-60,1165000.0,3,25.24,24.24,25.23,24.21,25.24,49.48,74.71,98.92,2,4,12.0,25.5,61.5,18.5
5827,5827,0,7,0,1,1200,1,60-40,800000.0,4,23.38,22.03,23.73,,23.38,45.41,69.14,,10,5,3.0,23.5,20.5,37.0
5828,5828,0,8,1,0,1600,1,80-60,1165000.0,3,24.74,22.92,23.34,23.37,24.74,47.66,71.0,94.37,1,11,7.0,44.0,68.5,41.5
5829,5829,0,9,1,0,1400,1,80-60,1165000.0,3,13.56,21.39,23.37,23.42,13.56,34.95,58.32,81.74,6,2,7.0,20.0,27.0,58.5
5830,5830,0,10,1,0,1200,1,80-60,1165000.0,3,24.13,23.57,22.27,,24.13,47.7,69.97,,6,8,11.0,25.0,12.5,13.5
5831,5831,0,11,1,0,1600,1,100-80,1650000.0,2,24.71,23.07,23.45,23.21,24.71,47.78,71.23,94.44,4,1,2.0,15.5,16.0,53.5
5832,5832,1,1,5,0,1650,1,40-0,600000.0,5,28.7,25.37,24.76,23.0,28.7,54.07,78.83,101.83,10,6,8.0,17.0,19.0,29.5
5833,5833,1,2,5,0,1200,1,40-15,600000.0,5,23.85,23.32,23.57,,23.85,47.17,70.74,,5,4,10.0,18.0,19.0,23.5
5834,5834,1,3,5,0,1200,1,60-40,800000.0,4,23.85,23.24,23.59,,23.85,47.09,70.68,,7,10,5.0,12.0,37.0,36.5
5835,5835,1,4,5,0,1800,1,60-40,800000.0,4,13.71,23.43,24.6,25.29,13.71,37.14,61.74,87.03,7,11,1.0,15.5,25.5,13.5
5836,5836,1,5,5,0,1650,1,60-40,800000.0,4,28.88,25.71,25.83,22.88,28.88,54.59,80.42,103.3,7,8,6.0,17.5,77.0,22.0
5837,5837,1,6,5,0,1650,1,80-60,1165000.0,3,27.35,23.54,24.91,23.93,27.35,50.89,75.8,99.73,5,9,10.0,18.5,16.0,79.0
5838,5838,1,7,5,0,1200,1,80-60,1165000.0,3,23.56,23.07,23.4,,23.56,46.63,70.03,,7,2,9.0,20.0,22.5,48.5
5839,5839,1,8,5,0,1200,1,85-60,1165000.0,3,23.6,23.45,23.11,,23.6,47.05,70.16,,4,9,6.0,12.5,177.5,23.0
5840,5840,0,1,3,0,1400,1,60-40,800000.0,4,13.7,22.2,22.96,23.37,13.7,35.9,58.86,82.23,5,14,7.0,10.5,28.0,17.5
5841,5841,0,2,3,0,1600,1,40-15,600000.0,5,24.15,23.14,24.87,23.59,24.15,47.29,72.16,95.75,7,9,12.0,26.0,51.5,15.5
5842,5842,0,3,3,0,1200,1,G,4000000.0,12,23.88,22.56,21.92,,23.88,46.44,68.36,,5,4,2.0,12.0,11.5,15.5
5843,5843,0,4,3,0,1200,1,60-40,800000.0,4,24.74,22.84,22.08,,24.74,47.58,69.66,,4,12,9.0,26.0,32.5,19.0
5844,5844,0,5,3,0,1000,1,80-60,1165000.0,3,13.09,20.41,22.24,,13.09,33.5,55.74,,2,11,13.0,37.5,24.0,40.5
5845,5845,0,6,3,0,1600,1,60-40,800000.0,4,24.59,23.18,24.06,23.54,24.59,47.77,71.83,95.37,5,9,13.0,15.0,68.5,68.5
5846,5846,0,7,3,0,1600,1,G,4000000.0,12,24.38,22.79,23.34,22.71,24.38,47.17,70.51,93.22,4,5,1.0,20.0,19.5,21.0
5847,5847,0,8,3,0,2200,1,105-80,1650000.0,2,13.84,22.48,25.21,24.18,13.84,36.32,61.53,85.71,4,7,5.0,14.5,19.0,36.5
5848,5848,0,9,3,0,1200,1,80-60,1165000.0,3,24.26,22.31,22.65,,24.26,46.57,69.22,,4,11,12.0,14.5,97.5,33.5
5849,5849,0,10,3,0,1400,1,80-60,1165000.0,3,13.65,22.09,23.56,22.95,13.65,35.74,59.3,82.25,11,12,2.0,29.0,25.0,16.0
5850,5850,0,1,0,1,1200,1,60-40,800000.0,4,23.67,22.67,22.81,,23.67,46.34,69.15,,9,1,7.0,24.5,17.5,16.5
5851,5851,0,2,0,1,1800,1,40-0,600000.0,5,13.84,24.09,25.32,24.77,13.84,37.93,63.25,88.02,11,1,12.0,47.5,19.5,63.5
5852,5852,0,3,0,1,1200,1,115-90,2400000.0,1,23.21,22.01,23.13,,23.21,45.22,68.35,,8,4,7.0,10.5,17.5,29.0
5853,5853,0,4,0,1,1650,1,60-40,800000.0,4,27.66,22.9,24.24,24.82,27.66,50.56,74.8,99.62,3,4,13.0,70.0,15.5,18.0
5854,5854,0,5,0,1,1800,1,60-40,800000.0,4,13.84,22.92,24.29,24.38,13.84,36.76,61.05,85.43,3,2,14.0,16.0,18.0,33.0
5855,5855,0,6,0,1,1200,1,90-70,1650000.0,2,23.39,22.53,22.18,,23.39,45.92,68.1,,2,11,5.0,14.5,18.0,34.5
5856,5856,0,7,0,1,1650,1,85-60,1165000.0,3,28.25,23.95,23.45,23.12,28.25,52.2,75.65,98.77,10,5,1.0,38.0,19.5,51.0
5857,5857,0,8,0,1,1200,1,80-60,1165000.0,3,23.42,21.72,23.61,,23.42,45.14,68.75,,4,5,2.0,26.0,26.5,19.0
5858,5858,0,1,4,0,1000,2,G,800000.0,6,13.48,20.55,22.58,,13.48,34.03,56.61,,3,5,,14.5,11.0,
5859,5859,0,2,4,0,1400,2,40-0,600000.0,5,13.49,22.28,23.59,24.32,13.49,35.77,59.36,83.68,10,9,5.0,25.0,41.0,28.5
5860,5860,0,3,4,0,1200,2,40-15,600000.0,5,24.48,22.87,23.34,,24.48,47.35,70.69,,9,11,2.0,20.5,30.5,36.0
5861,5861,0,4,4,0,1200,2,60-40,800000.0,4,23.73,22.65,23.94,,23.73,46.38,70.32,,5,1,8.0,34.5,20.5,294.5
5862,5862,0,5,4,0,1600,2,60-40,800000.0,4,24.35,22.79,24.13,24.44,24.35,47.14,71.27,95.71,9,5,1.0,23.0,15.0,29.5
5863,5863,0,6,4,0,1000,2,60-40,800000.0,4,13.12,20.75,23.18,,13.12,33.87,57.05,,1,11,10.0,19.0,35.0,14.5
5864,5864,0,7,4,0,1200,2,80-60,1165000.0,3,24.43,23.12,22.77,,24.43,47.55,70.32,,5,6,1.0,14.5,10.5,23.5
5865,5865,0,8,4,0,1800,2,80-60,1165000.0,3,13.84,21.82,23.4,24.87,13.84,35.66,59.06,83.93,4,3,5.0,49.0,11.0,124.0
5866,5866,0,9,4,0,1600,2,80-60,1165000.0,3,24.74,23.09,23.87,23.64,24.74,47.83,71.7,95.34,12,8,2.0,17.5,31.0,17.0
5867,5867,0,10,4,0,1400,2,80-60,1165000.0,3,13.37,22.09,23.98,23.57,13.37,35.46,59.44,83.01,8,1,4.0,62.5,25.5,13.5
5868,5868,0,11,4,0,1400,2,95-75,1650000.0,2,13.43,21.78,23.65,23.57,13.43,35.21,58.86,82.43,11,14,8.0,15.0,70.5,26.0
5869,5869,1,1,0,0,1000,2,40-15,600000.0,5,12.67,21.64,23.2,,12.67,34.31,57.51,,7,2,6.0,34.0,18.5,39.5
5870,5870,1,2,0,0,1200,2,60-40,800000.0,4,23.6,22.84,23.52,,23.6,46.44,69.96,,7,1,4.0,21.5,13.0,23.0
5871,5871,1,3,0,0,1200,2,60-40,800000.0,4,23.71,22.85,24.3,,23.71,46.56,70.86,,5,1,3.0,72.5,26.0,22.5
5872,5872,1,4,0,0,1650,2,40-0,600000.0,5,27.92,25.3,24.18,24.51,27.92,53.22,77.4,101.91,3,4,11.0,32.0,20.5,27.5
5873,5873,1,5,0,0,1650,2,60-40,800000.0,4,27.22,24.38,25.55,24.44,27.22,51.6,77.15,101.59,4,2,12.0,18.5,17.5,59.5
5874,5874,1,6,0,0,1200,2,80-60,1165000.0,3,23.71,22.67,23.69,,23.71,46.38,70.07,,5,3,1.0,12.5,22.5,31.5
5875,5875,1,7,0,0,1000,2,80-60,1165000.0,3,12.59,21.19,23.63,,12.59,33.78,57.41,,1,2,8.0,33.0,21.0,41.5
5876,5876,1,8,0,0,1650,2,100-80,1650000.0,2,27.54,24.35,24.98,23.56,27.54,51.89,76.87,100.43,8,11,9.0,28.5,15.5,20.0
5877,5877,1,9,0,0,1650,2,80-60,1165000.0,3,27.86,23.63,24.9,24.36,27.86,51.49,76.39,100.75,8,4,2.0,18.0,18.0,22.0
5878,5878,0,1,0,1,1650,1,40-15,600000.0,5,28.17,23.7,24.48,23.46,28.17,51.87,76.35,99.81,9,11,10.0,78.5,28.5,22.0
5879,5879,0,2,5,0,1400,0,115-95,2400000.0,1,13.76,22.37,22.01,22.38,13.76,36.13,58.14,80.52,6,1,,17.5,63.5,
5880,5880,0,3,5,0,1000,0,60-40,800000.0,4,13.01,20.55,21.98,,13.01,33.56,55.54,,8,5,4.0,31.5,14.0,39.0
5881,5881,0,4,0,1,1200,1,60-40,800000.0,4,23.96,23.18,22.98,,23.96,47.14,70.12,,12,4,8.0,15.0,21.0,30.5
5882,5882,0,5,5,0,1200,0,80-60,1165000.0,3,23.92,22.68,22.33,,23.92,46.6,68.93,,2,1,5.0,46.5,15.0,35.5
5883,5883,0,6,5,0,1400,0,60-40,800000.0,4,13.68,21.98,23.95,22.61,13.68,35.66,59.61,82.22,6,3,7.0,29.5,43.5,20.5
5884,5884,0,7,5,0,1800,0,60-40,800000.0,4,13.92,22.62,24.16,24.52,13.92,36.54,60.7,85.22,5,3,4.0,28.5,15.5,26.0
5885,5885,0,8,5,0,1200,0,80-60,1165000.0,3,23.74,22.15,22.99,,23.74,45.89,68.88,,4,3,8.0,12.5,13.0,29.5
5886,5886,0,9,5,0,1400,0,80-60,1165000.0,3,13.46,21.64,24.07,23.06,13.46,35.1,59.17,82.23,8,6,12.0,18.5,47.0,17.0
5887,5887,0,10,5,0,1200,0,100-80,1650000.0,2,23.93,22.0,22.76,,23.93,45.93,68.69,,5,3,6.0,13.5,17.5,45.5
5888,5888,1,1,2,0,1800,1,40-15,600000.0,5,13.96,23.45,25.71,23.9,13.96,37.41,63.12,87.02,7,9,2.0,41.5,34.5,47.5
5889,5889,1,2,2,0,1650,1,60-40,800000.0,4,28.58,25.16,24.45,23.39,28.58,53.74,78.19,101.58,7,11,1.0,30.5,27.5,25.5
5890,5890,1,3,2,0,1200,1,60-40,800000.0,4,23.79,22.57,24.02,,23.79,46.36,70.38,,4,12,2.0,12.0,14.5,70.5
5891,5891,1,4,2,0,1650,1,60-40,800000.0,4,27.91,24.54,24.96,24.08,27.91,52.45,77.41,101.49,11,9,4.0,39.5,17.5,74.5
5892,5892,1,5,2,0,2200,1,85-60,1165000.0,3,13.95,23.42,24.9,25.66,13.95,37.37,62.27,87.93,7,10,12.0,33.5,14.0,26.5
5893,5893,1,6,2,0,1000,1,80-60,1165000.0,3,12.64,21.44,23.18,,12.64,34.08,57.26,,9,2,8.0,33.0,17.5,24.5
5894,5894,1,7,2,0,1650,1,80-60,1165000.0,3,27.38,23.53,24.9,24.59,27.38,50.91,75.81,100.4,3,5,8.0,22.5,45.0,36.5
5895,5895,1,8,2,0,1200,1,80-60,1165000.0,3,23.48,22.98,23.55,,23.48,46.46,70.01,,9,4,2.0,18.5,15.5,73.0
5896,5896,0,1,0,0,1400,1,40-15,600000.0,5,13.68,22.0,23.49,23.66,13.68,35.68,59.17,82.83,1,3,14.0,15.5,36.5,44.0
5897,5897,0,2,0,0,1400,1,60-40,800000.0,4,13.59,21.87,23.6,23.83,13.59,35.46,59.06,82.89,8,4,11.0,26.5,70.0,30.0
5898,5898,0,3,0,0,1200,1,60-40,800000.0,4,23.88,22.75,23.61,,23.88,46.63,70.24,,2,1,6.0,35.0,14.0,24.5
5899,5899,0,4,0,0,1200,2,80-60,1165000.0,3,24.31,22.82,23.54,,24.31,47.13,70.67,,13,5,2.0,47.5,40.0,53.0
5900,5900,0,5,0,0,2400,2,80+,3000000.0,13,25.18,24.07,26.36,26.21,25.18,49.25,75.61,101.82,6,9,3.0,19.0,29.5,13.5
5901,5901,0,6,0,0,1600,2,60-40,800000.0,4,24.98,23.74,24.55,24.1,24.98,48.72,73.27,97.37,6,9,5.0,50.5,30.0,122.5
5902,5902,0,7,0,0,1400,5,80-60,1165000.0,3,13.48,22.39,23.96,23.96,13.48,35.87,59.83,83.79,8,3,5.0,19.0,18.5,18.0
5903,5903,0,8,0,0,2000,5,G,20000000.0,11,25.21,24.29,24.27,23.99,25.21,49.5,73.77,97.76,10,5,1.0,19.5,101.0,55.5
5904,5904,0,9,0,0,1600,5,80-60,1165000.0,3,24.99,24.15,24.66,23.69,24.99,49.14,73.8,97.49,3,6,8.0,38.5,15.0,19.0
5905,5905,0,10,0,0,1600,5,100-80,1650000.0,2,25.07,23.38,24.23,24.31,25.07,48.45,72.68,96.99,5,3,7.0,31.5,27.5,17.5
5906,5906,1,1,4,0,1650,1,40-15,600000.0,5,27.82,24.41,23.82,24.39,27.82,52.23,76.05,100.44,4,9,10.0,20.5,16.5,32.5
5907,5907,1,2,4,0,1000,1,60-40,800000.0,4,12.62,21.39,23.01,,12.62,34.01,57.02,,4,1,11.0,30.0,15.5,18.5
5908,5908,1,3,4,0,1200,1,40-0,600000.0,5,23.54,23.29,23.82,,23.54,46.83,70.65,,10,11,2.0,19.0,26.5,14.5
5909,5909,1,4,4,0,1200,1,60-40,800000.0,4,23.82,22.54,23.95,,23.82,46.36,70.31,,2,4,6.0,13.0,19.5,56.5
5910,5910,1,5,4,0,1800,1,60-40,800000.0,4,13.57,22.45,23.74,25.37,13.57,36.02,59.76,85.13,11,10,7.0,17.0,30.5,25.5
5911,5911,1,6,4,0,1200,1,80-60,1165000.0,3,23.64,23.17,23.25,,23.64,46.81,70.06,,10,1,2.0,13.0,32.5,24.0
5912,5912,1,7,4,0,1650,1,80-60,1165000.0,3,28.22,23.84,25.13,23.29,28.22,52.06,77.19,100.48,8,4,2.0,13.5,31.0,15.5
5913,5913,1,8,4,0,1200,1,100-80,1650000.0,2,23.54,22.89,23.78,,23.54,46.43,70.21,,9,1,3.0,19.5,21.5,44.0
5914,5914,0,1,2,0,1000,1,G,800000.0,6,13.59,20.76,22.84,,13.59,34.35,57.19,,5,1,2.0,11.5,10.1,15.5
5915,5915,0,2,2,0,2200,1,40-15,600000.0,5,14.06,23.59,25.82,26.08,14.06,37.65,63.47,89.55,3,4,12.0,16.5,125.0,35.5
5916,5916,0,3,2,0,1400,1,60-40,800000.0,4,13.54,21.47,23.24,23.64,13.54,35.01,58.25,81.89,9,4,3.0,28.0,54.0,14.0
5917,5917,0,4,2,0,2000,1,85-60,1165000.0,3,26.11,24.09,23.82,24.1,26.11,50.2,74.02,98.12,5,6,3.0,21.5,30.0,87.0
5918,5918,0,5,2,0,1400,1,60-40,800000.0,4,13.73,22.18,23.31,23.67,13.73,35.91,59.22,82.89,5,4,1.0,17.5,14.0,14.5
5919,5919,0,6,2,0,1200,1,60-40,800000.0,4,24.35,23.18,22.57,,24.35,47.53,70.1,,9,1,12.0,31.0,19.0,57.5
5920,5920,0,7,2,0,1200,1,G,10000000.0,11,23.34,22.15,23.2,,23.34,45.49,68.69,,1,7,13.0,14.0,15.5,317.5
5921,5921,0,8,2,0,1600,1,G,14000000.0,11,24.85,23.81,23.39,22.03,24.85,48.66,72.05,94.08,1,2,12.0,13.0,19.5,29.5
5922,5922,0,9,2,0,1400,1,105-80,1650000.0,2,13.54,22.29,23.99,22.6,13.54,35.83,59.82,82.42,2,9,5.0,13.0,29.5,20.0
5923,5923,0,10,2,0,1400,1,80-60,1165000.0,3,13.54,21.98,23.29,23.44,13.54,35.52,58.81,82.25,4,7,11.0,24.0,72.0,25.5
5924,5924,0,11,2,0,1200,1,80-60,1165000.0,3,23.67,22.61,23.39,,23.67,46.28,69.67,,8,4,3.0,28.0,15.0,14.0
5925,5925,1,1,5,0,1650,1,40-15,600000.0,5,28.67,24.94,25.16,23.24,28.67,53.61,78.77,102.01,8,12,5.0,79.5,19.0,25.0
5926,5926,1,2,5,0,1000,1,60-40,800000.0,4,12.71,21.87,23.12,,12.71,34.58,57.7,,1,10,12.0,13.5,27.0,56.0
5927,5927,1,3,5,0,1650,1,60-40,800000.0,4,28.08,23.84,24.57,24.59,28.08,51.92,76.49,101.08,9,7,12.0,22.5,15.5,57.0
5928,5928,1,4,5,0,1800,1,110-85,2400000.0,1,13.73,24.27,25.44,24.76,13.73,38.0,63.44,88.2,5,4,7.0,18.0,26.5,72.5
5929,5929,1,5,5,0,1200,1,60-40,800000.0,4,23.45,23.46,23.64,,23.45,46.91,70.55,,3,11,12.0,16.0,28.5,27.5
5930,5930,1,6,5,0,1000,1,80-60,1165000.0,3,12.7,21.17,23.32,,12.7,33.87,57.19,,12,6,8.0,24.0,19.5,15.0
5931,5931,1,7,5,0,1200,1,80-60,1165000.0,3,23.7,23.49,23.13,,23.7,47.19,70.32,,1,7,11.0,22.0,13.5,19.0
5932,5932,1,8,5,0,1650,1,85-60,1165000.0,3,27.63,24.62,24.23,24.14,27.63,52.25,76.48,100.62,6,7,5.0,45.0,53.5,61.5
5933,5933,0,1,0,1,1200,1,40-0,600000.0,5,23.53,22.79,23.49,,23.53,46.32,69.81,,3,5,12.0,31.5,54.0,40.5
5934,5934,0,2,4,0,1600,1,60-40,800000.0,4,24.63,23.68,24.54,22.55,24.63,48.31,72.85,95.4,13,11,3.0,13.5,82.5,34.0
5935,5935,0,3,4,0,1000,1,105-80,1650000.0,2,13.29,20.27,22.14,,13.29,33.56,55.7,,7,4,9.0,15.5,15.5,103.0
5936,5936,0,4,4,0,1800,1,60-40,800000.0,4,14.07,22.46,24.21,24.48,14.07,36.53,60.74,85.22,7,12,14.0,52.0,29.0,63.0
5937,5937,0,5,4,0,1200,1,60-40,800000.0,4,24.37,22.42,23.04,,24.37,46.79,69.83,,6,2,4.0,44.5,39.0,16.0
5938,5938,0,6,0,1,1200,1,60-40,800000.0,4,23.88,22.92,22.49,,23.88,46.8,69.29,,4,8,2.0,19.5,26.5,19.5
5939,5939,0,7,4,0,1200,1,80-60,1165000.0,3,23.67,22.06,23.14,,23.67,45.73,68.87,,4,1,12.0,22.0,13.0,155.0
